construct	parameterName	genotype	parameterId	procedureName	gene	mgiAccessionId	displayProcedureName	significanceValue	sex
tm1b(EUCOMM)Hmgu	Total CD4+ NKT cells - % of NKT cells	Het	MGP_IMM_029_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total CD4+ NKT cells - % of NKT cells	Het	MGP_IMM_029_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total CD4+ T cells - % of ab T cells	Het	MGP_IMM_004_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total CD4+ T cells - % of ab T cells	Het	MGP_IMM_004_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total CD4+ T cells - % of CD45+	Het	MGP_IMM_071_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total CD4+ T cells - % of CD45+	Het	MGP_IMM_071_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total CD8+ T cells - % of ab T cells	Het	MGP_IMM_013_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total CD8+ T cells - % of ab T cells	Het	MGP_IMM_013_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total CD8+ T cells - % of CD45+	Het	MGP_IMM_080_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total CD8+ T cells - % of CD45+	Het	MGP_IMM_080_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total DC - % of CD45+	Het	MGP_IMM_126_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total DC - % of CD45+	Het	MGP_IMM_126_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total gd T cells - % of CD45+	Het	MGP_IMM_085_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total gd T cells - % of CD45+	Het	MGP_IMM_085_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total NK cells - % of CD45+	Het	MGP_IMM_033_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total NK cells - % of CD45+	Het	MGP_IMM_033_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total NKT cells - % of CD45+	Het	MGP_IMM_023_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total NKT cells - % of CD45+	Het	MGP_IMM_023_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total T cells - % of CD45+	Het	MGP_IMM_001_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total T cells - % of CD45+	Het	MGP_IMM_001_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total Treg cells - % of CD4+	Het	MGP_IMM_009_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total Treg cells - % of CD4+	Het	MGP_IMM_009_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total Treg cells - % of CD45+	Het	MGP_IMM_076_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total Treg cells - % of CD45+	Het	MGP_IMM_076_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Transitional 1 B cells - % of B2 cells	Het	MGP_IMM_046_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Transitional 1 B cells - % of B2 cells	Het	MGP_IMM_046_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Transitional 1 B cells - % of CD45+	Het	MGP_IMM_110_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Transitional 1 B cells - % of CD45+	Het	MGP_IMM_110_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Transitional 2 B cells - % of B2 cells	Het	MGP_IMM_047_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Transitional 2 B cells - % of B2 cells	Het	MGP_IMM_047_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Transitional 2 B cells - % of CD45+	Het	MGP_IMM_111_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Transitional 2 B cells - % of CD45+	Het	MGP_IMM_111_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ CD4+ NKT cells - % of CD4+ NKT cells	Het	MGP_IMM_032_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ CD4+ NKT cells - % of CD4+ NKT cells	Het	MGP_IMM_032_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Memory B cells - % of B2 cells	Het	MGP_IMM_053_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Memory B cells - % of B2 cells	Het	MGP_IMM_053_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Memory B cells - % of CD45+	Het	MGP_IMM_117_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Memory B cells - % of CD45+	Het	MGP_IMM_117_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
