construct	parameterName	genotype	parameterId	procedureName	gene	mgiAccessionId	displayProcedureName	significanceValue	sex
tm1b(EUCOMM)Hmgu	Effector CD4- NKT cells - % of CD4- NKT cells	Het	MGP_IMM_026_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector CD4- NKT cells - % of CD45+	Het	MGP_IMM_092_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector CD4- NKT cells - % of CD45+	Het	MGP_IMM_092_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector CD4+ NKT cells - % of CD4+ NKT cells	Het	MGP_IMM_030_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector CD4+ NKT cells - % of CD4+ NKT cells	Het	MGP_IMM_030_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector CD4+ NKT cells - % of CD45+	Het	MGP_IMM_096_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector CD4+ NKT cells - % of CD45+	Het	MGP_IMM_096_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector CD4+ T helper cells - % of CD4+ T helper cells	Het	MGP_IMM_006_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector CD4+ T helper cells - % of CD4+ T helper cells	Het	MGP_IMM_006_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector CD4+ T helper cells - % of CD45+	Het	MGP_IMM_073_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector CD4+ T helper cells - % of CD45+	Het	MGP_IMM_073_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector CD8+ T cells - % of CD45+	Het	MGP_IMM_081_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector CD8+ T cells - % of CD45+	Het	MGP_IMM_081_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector CD8+ T cells - % of CD8+	Het	MGP_IMM_014_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector CD8+ T cells - % of CD8+	Het	MGP_IMM_014_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector gd cells - % of CD45+	Het	MGP_IMM_087_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector gd cells - % of CD45+	Het	MGP_IMM_087_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector gd T cells - % of gd T cells	Het	MGP_IMM_020_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector gd T cells - % of gd T cells	Het	MGP_IMM_020_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector NK cells - % of CD45+	Het	MGP_IMM_099_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector NK cells - % of CD45+	Het	MGP_IMM_099_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector NK cells - % of NK cells	Het	MGP_IMM_034_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector NK cells - % of NK cells	Het	MGP_IMM_034_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector Treg cells - % of CD45+	Het	MGP_IMM_077_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector Treg cells - % of CD45+	Het	MGP_IMM_077_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Effector Treg cells - % of Treg	Het	MGP_IMM_010_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Effector Treg cells - % of Treg	Het	MGP_IMM_010_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Eosinophils - % of CD45+	Het	MGP_IMM_125_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Eosinophils - % of CD45+	Het	MGP_IMM_125_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Follicular B cells - % of B2 cells	Het	MGP_IMM_048_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Follicular B cells - % of B2 cells	Het	MGP_IMM_048_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Follicular B cells - % of CD45+	Het	MGP_IMM_112_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Follicular B cells - % of CD45+	Het	MGP_IMM_112_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Germinal centre B cells - % of B2 cells	Het	MGP_IMM_049_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Germinal centre B cells - % of B2 cells	Het	MGP_IMM_049_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Germinal centre B cells - % of CD45+	Het	MGP_IMM_113_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Germinal centre B cells - % of CD45+	Het	MGP_IMM_113_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Granulocytes - % of CD45+	Het	MGP_IMM_123_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Granulocytes - % of CD45+	Het	MGP_IMM_123_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Immature NK cells - % of lymphocytes	Het	MGP_IMM_102_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Immature NK cells - % of lymphocytes	Het	MGP_IMM_102_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Immature NK cells - % of NK cells	Het	MGP_IMM_037_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Immature NK cells - % of NK cells	Het	MGP_IMM_037_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ CD4- NKT cells - % of CD4- NKT cells	Het	MGP_IMM_028_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ CD4- NKT cells - % of CD4- NKT cells	Het	MGP_IMM_028_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ CD4- NKT cells - % of CD45+	Het	MGP_IMM_094_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ CD4- NKT cells - % of CD45+	Het	MGP_IMM_094_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ CD4+ NKT cells - % of CD45+	Het	MGP_IMM_098_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ CD4+ NKT cells - % of CD45+	Het	MGP_IMM_098_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ CD4+ T helper cells - % of CD4+ T helper cells	Het	MGP_IMM_008_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ CD4+ T helper cells - % of CD4+ T helper cells	Het	MGP_IMM_008_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ CD4+ T helper cells - % of CD45+	Het	MGP_IMM_075_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ CD4+ T helper cells - % of CD45+	Het	MGP_IMM_075_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ CD8+ T cells - % of CD45+	Het	MGP_IMM_084_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ CD8+ T cells - % of CD45+	Het	MGP_IMM_084_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ CD8+ T cells - % of CD8+	Het	MGP_IMM_017_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ CD8+ T cells - % of CD8+	Het	MGP_IMM_017_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ gd T cells - % of CD45+	Het	MGP_IMM_089_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ gd T cells - % of CD45+	Het	MGP_IMM_089_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ gd T cells - % of gd T cells	Het	MGP_IMM_022_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ gd T cells - % of gd T cells	Het	MGP_IMM_022_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ NK cells - % of CD45+	Het	MGP_IMM_101_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ NK cells - % of CD45+	Het	MGP_IMM_101_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ NK cells - % of NK cells	Het	MGP_IMM_036_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ NK cells - % of NK cells	Het	MGP_IMM_036_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ Treg cells - % of CD45+	Het	MGP_IMM_079_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ Treg cells - % of CD45+	Het	MGP_IMM_079_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	KLRG1+ Treg cells - % of Treg	Het	MGP_IMM_012_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	KLRG1+ Treg cells - % of Treg	Het	MGP_IMM_012_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Late germinal centre B cells - % of CD45+	Het	MGP_IMM_115_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Late germinal centre B cells - % of CD45+	Het	MGP_IMM_115_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Late germinal centre B cells - % of GC cells	Het	MGP_IMM_051_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Late germinal centre B cells - % of GC cells	Het	MGP_IMM_051_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Ly6C+ immature NK cells - % of immature NK cells	Het	MGP_IMM_038_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Ly6C+ immature NK cells - % of immature NK cells	Het	MGP_IMM_038_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Ly6C+ immature NK cells - % of lymphocytes	Het	MGP_IMM_103_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Ly6C+ immature NK cells - % of lymphocytes	Het	MGP_IMM_103_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Ly6C+ mature NK cells - % of lymphocytes	Het	MGP_IMM_105_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Ly6C+ mature NK cells - % of lymphocytes	Het	MGP_IMM_105_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Ly6C+ mature NK cells - % of mature NK cells	Het	MGP_IMM_040_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Ly6C+ mature NK cells - % of mature NK cells	Het	MGP_IMM_040_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Ly6C+ NKT cells - % of lymphocytes	Het	MGP_IMM_090_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Ly6C+ NKT cells - % of lymphocytes	Het	MGP_IMM_090_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Ly6C+ NKT cells - % of NKT cells	Het	MGP_IMM_024_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Ly6C+ NKT cells - % of NKT cells	Het	MGP_IMM_024_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Macrophages - % of CD45+	Het	MGP_IMM_121_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Macrophages - % of CD45+	Het	MGP_IMM_121_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Marginal zone B cells - % of B2 cells	Het	MGP_IMM_044_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Marginal zone B cells - % of B2 cells	Het	MGP_IMM_044_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Marginal zone B cells - % of CD45+	Het	MGP_IMM_108_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Marginal zone B cells - % of CD45+	Het	MGP_IMM_108_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Marginal zone precursor B cells - % of B2 cells	Het	MGP_IMM_045_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Marginal zone precursor B cells - % of B2 cells	Het	MGP_IMM_045_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Marginal zone precursor B cells - % of CD45+	Het	MGP_IMM_109_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Marginal zone precursor B cells - % of CD45+	Het	MGP_IMM_109_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Mature NK cells - % of lymphocytes	Het	MGP_IMM_104_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Mature NK cells - % of lymphocytes	Het	MGP_IMM_104_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Mature NK cells - % of NK cellls	Het	MGP_IMM_039_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Mature NK cells - % of NK cellls	Het	MGP_IMM_039_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Monocytes - % of CD45+	Het	MGP_IMM_124_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Monocytes - % of CD45+	Het	MGP_IMM_124_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Naive CD8+ T cells - % of CD45+	Het	MGP_IMM_083_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Naive CD8+ T cells - % of CD45+	Het	MGP_IMM_083_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Naive CD8+ T cells - % of CD8+	Het	MGP_IMM_016_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Naive CD8+ T cells - % of CD8+	Het	MGP_IMM_016_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Plasma cells - % of B2 cells	Het	MGP_IMM_052_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Plasma cells - % of B2 cells	Het	MGP_IMM_052_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Plasma cells - % of CD45+	Het	MGP_IMM_116_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Plasma cells - % of CD45+	Het	MGP_IMM_116_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Plasmacytoid DC - % of CD45+	Het	MGP_IMM_127_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Plasmacytoid DC - % of CD45+	Het	MGP_IMM_127_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Plasmacytoid DC - % of DC	Het	MGP_IMM_064_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Plasmacytoid DC - % of DC	Het	MGP_IMM_064_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting CD4- NKT cells - % of CD4- NKT cells	Het	MGP_IMM_027_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting CD4- NKT cells - % of CD4- NKT cells	Het	MGP_IMM_027_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting CD4- NKT cells - % of CD45+	Het	MGP_IMM_093_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting CD4- NKT cells - % of CD45+	Het	MGP_IMM_093_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting CD4+ NKT cells - % of CD4+ NKT cells	Het	MGP_IMM_031_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting CD4+ NKT cells - % of CD4+ NKT cells	Het	MGP_IMM_031_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting CD4+ NKT cells - % of CD45+	Het	MGP_IMM_097_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting CD4+ NKT cells - % of CD45+	Het	MGP_IMM_097_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting CD4+ T helper cells - % of CD4+ T helper cells	Het	MGP_IMM_007_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting CD4+ T helper cells - % of CD4+ T helper cells	Het	MGP_IMM_007_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting CD4+ T helper cells - % of CD45+	Het	MGP_IMM_074_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting CD4+ T helper cells - % of CD45+	Het	MGP_IMM_074_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting CD8+ T cells - % of CD45+	Het	MGP_IMM_082_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting CD8+ T cells - % of CD45+	Het	MGP_IMM_082_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting CD8+ T cells - % of CD8+	Het	MGP_IMM_015_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting CD8+ T cells - % of CD8+	Het	MGP_IMM_015_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting gd T cells - % of CD45+	Het	MGP_IMM_088_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting gd T cells - % of CD45+	Het	MGP_IMM_088_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting gd T cells - % of gd T cells	Het	MGP_IMM_021_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting gd T cells - % of gd T cells	Het	MGP_IMM_021_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting NK cells - % of CD45+	Het	MGP_IMM_100_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting NK cells - % of CD45+	Het	MGP_IMM_100_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting NK cells - % of NK cells	Het	MGP_IMM_035_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting NK cells - % of NK cells	Het	MGP_IMM_035_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting Treg cells - % of CD45+	Het	MGP_IMM_078_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting Treg cells - % of CD45+	Het	MGP_IMM_078_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Resting Treg cells - % of Treg	Het	MGP_IMM_011_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Resting Treg cells - % of Treg	Het	MGP_IMM_011_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total ab T cells - % of CD45+	Het	MGP_IMM_070_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total ab T cells - % of CD45+	Het	MGP_IMM_070_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total B cells - % of CD45+	Het	MGP_IMM_041_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total B cells - % of CD45+	Het	MGP_IMM_041_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total B2 cells - % of CD45+	Het	MGP_IMM_107_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total B2 cells - % of CD45+	Het	MGP_IMM_107_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total CD4- NKT cells - % of CD45+	Het	MGP_IMM_091_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total CD4- NKT cells - % of CD45+	Het	MGP_IMM_091_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total CD4- NKT cells - % of NKT cells	Het	MGP_IMM_025_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total CD4- NKT cells - % of NKT cells	Het	MGP_IMM_025_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
tm1b(EUCOMM)Hmgu	Total CD4+ NKT cells - % of CD45+	Het	MGP_IMM_095_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Male
tm1b(EUCOMM)Hmgu	Total CD4+ NKT cells - % of CD45+	Het	MGP_IMM_095_001	Spleen Immuno Phenotyping	Arid1b	MGI:1926129	Spleen	2	Female
